ProjectNumber,BudgetYear,CostType,CostAmount
6322,2018,Material,147287.61
6322,2019,Material,94769.7
6323,2008,Labor,2109.55
6323,2008,Material,38901.38
6323,2009,Labor,54.62
6323,2009,Material,30482.93
6323,2010,Labor,602.62
6323,2010,Material,21739.31
6323,2011,Labor,244.17
6323,2011,Material,5543.3
6324,2007,Material,120587.57
6325,2007,Labor,298.58
6325,2007,Material,54342.12
6325,2008,Labor,4359.13
6325,2008,Material,110885.29
6325,2009,Labor,770.74
6325,2009,Material,75082.25
6325,2010,Labor,5433.05
6325,2010,Material,100302.9
6325,2011,Labor,2083.1
6325,2011,Material,93769.47
6325,2012,Labor,15972.84
6325,2012,Material,91148.86
6325,2013,Labor,10332.64
6325,2013,Material,95012.61
6325,2014,Labor,6179.25
6325,2014,Material,78861.4
6325,2015,Labor,8161.52
6325,2015,Material,78601.23
6325,2016,Labor,9487.11
6325,2016,Material,57852.54
6325,2017,Labor,8439.31
6325,2017,Material,74101.84
6325,2018,Labor,10380.96
6325,2018,Material,77286.59
6325,2019,Labor,4479.73
6325,2019,Material,13932.5
6326,2007,Labor,5794.17
6326,2008,Labor,15215.07
6326,2008,Material,260807.76
6326,2009,Labor,1594.84
6326,2009,Material,-32498.5
6327,2007,Labor,1466.27
6327,2007,Material,17206.97
6327,2008,Labor,10090.78
6327,2008,Material,6032.56
6327,2009,Labor,14336.87
6327,2009,Material,815
6327,2010,Labor,33503.61
6327,2010,Material,22498.24
6327,2011,Labor,67339.1
6327,2011,Material,402934.81
6327,2012,Labor,4714.41
6327,2012,Material,1158.82
6327,2013,Labor,2104.48
6328,2007,Labor,1515.78
6328,2007,Material,730.78
6328,2008,Labor,23799.01
6328,2008,Material,114241.32
6328,2009,Labor,35.88
6329,2008,Labor,4901.14
6329,2008,Material,74182.52
6329,2009,Material,11043.19
6330,2008,Labor,211382.97
6330,2008,Material,811498.09
6330,2009,Labor,70591.38
6330,2009,Material,158258.33
6331,2008,Labor,11139.42
6331,2008,Material,76783.65
6331,2009,Labor,7435.24
6331,2009,Material,40969.68
6331,2010,Labor,960.22
6331,2010,Material,15677.63
6331,2011,Labor,682.94
6331,2011,Material,1752.32
6332,2008,Labor,11295.61
6332,2009,Labor,4566.5
6332,2010,Labor,6478.05
6332,2011,Labor,81268.53
6332,2011,Material,83.29
6332,2012,Labor,95644.07
6332,2012,Material,90000
6332,2013,Labor,74432.54
6332,2013,Material,72273.06
6332,2014,Labor,170134.66
6332,2014,Material,70500
6332,2015,Labor,122724.02
6332,2015,Material,80280.42
6332,2016,Labor,158994.58
6332,2016,Material,39.97
6332,2017,Labor,80741.12
6332,2017,Material,3512
6332,2018,Labor,19537.47
6332,2019,Labor,42313.37
6333,2008,Labor,1066.13
6334,2008,Labor,9965.88
6334,2008,Material,182851.18
6335,2008,Labor,33365.71
6335,2008,Material,44989.39
6335,2009,Labor,80753.7
6335,2009,Material,581476.04
6335,2010,Labor,112576.39
6335,2010,Material,2450788.55
6335,2011,Labor,6125.75
6335,2011,Material,381.26
6336,2008,Labor,60445.76
6336,2008,Material,552487.19
6336,2009,Labor,150158.99
6336,2009,Material,3200852.54
6336,2010,Labor,250938.01
6336,2010,Material,15565248.63
6336,2011,Labor,247829.94
6336,2011,Material,9494453.91
6336,2012,Labor,18939.86
6336,2012,Material,92853.58
6336,2013,Labor,114.19
6336,2013,Material,1485
6337,2008,Labor,14556.6
6337,2008,Material,80904.17
6337,2009,Labor,53817.87
6337,2009,Material,144746.44
6337,2010,Labor,32869.89
6337,2010,Material,101391.22
6337,2011,Labor,48590.99
6337,2011,Material,556166.48
6337,2012,Labor,139.29
6337,2013,Labor,1018.39
6338,2008,Labor,2347.31
6338,2009,Labor,15435.89
6338,2009,Material,137597.82
6338,2010,Labor,19215.19
6338,2010,Material,352863.38
6338,2011,Labor,24260.27
6338,2011,Material,123078.5
6339,2008,Labor,4230.15
6339,2008,Material,9394.96
6339,2009,Labor,21719.03
6339,2009,Material,157114.87
6339,2010,Labor,10355.98
6339,2010,Material,8030
6339,2011,Labor,42012.32
6339,2011,Material,292579.37
6339,2012,Labor,2594.58
6339,2012,Material,1090
6339,2013,Labor,357.64
6340,2007,Labor,10883.53
6340,2007,Material,25133
6340,2008,Labor,87321.54
6340,2008,Material,13843.31
6340,2009,Labor,284673.61
6340,2009,Material,2995613.24
6340,2010,Labor,121825.15
6340,2010,Material,188493.2
6340,2011,Labor,292242.69
6340,2011,Material,1058299.26
6340,2012,Labor,198329.96
6340,2012,Material,851917.17
6340,2013,Labor,181576.82
6340,2013,Material,82887
6340,2014,Labor,727.88
6341,2008,Labor,452.89
6341,2008,Material,0
6341,2009,Labor,1142.58
6341,2010,Labor,53.7
6341,2011,Labor,56.94
6341,2012,Labor,4149.31
6341,2013,Labor,765.53
6341,2013,Material,5155.28
6342,2008,Labor,36599.47
6342,2008,Material,53572.6
6342,2009,Labor,366316.84
6342,2009,Material,259755.07
6342,2010,Labor,263592.67
6342,2010,Material,117557.87
6342,2011,Material,558.48
6342,2012,Material,8200
6343,2008,Labor,7142.91
6343,2008,Material,19283.63
6343,2009,Labor,4879.29
6343,2009,Material,49300.44
6343,2010,Labor,12066.42
6343,2010,Material,73839.24
6343,2011,Labor,1193.62
6343,2011,Material,2070
6344,2008,Labor,10655.69
6344,2008,Material,68438.46
6344,2009,Labor,16466.35
6344,2009,Material,210473.2
6344,2010,Labor,44492.61
6344,2010,Material,342080.16
6344,2011,Labor,54972.67
6344,2011,Material,149828.8
6344,2012,Labor,47896.95
6344,2012,Material,1560424.29
6344,2013,Labor,40764.01
6344,2013,Material,599687.84
6344,2014,Labor,3435.15
6344,2014,Material,17486
6345,2008,Labor,4674.2
6345,2009,Labor,3556.02
6345,2009,Material,13084.2
6345,2010,Labor,14580.45
6345,2010,Material,76345.13
6345,2011,Labor,4125.03
6345,2013,Labor,345.36
6346,2008,Labor,6996.17
6346,2008,Material,20785.98
6346,2009,Labor,16199.82
6346,2009,Material,89593.53
6346,2010,Labor,4863.53
6346,2011,Labor,297.8
6346,2012,Labor,11145.6
6346,2012,Material,306
6346,2013,Labor,13591.76
6346,2013,Material,19996.68
6346,2014,Labor,22577.75
6346,2014,Material,2400
6346,2015,Labor,4941.75
6346,2016,Labor,1405.01
6346,2017,Labor,748.43
6346,2018,Labor,20008.72
6346,2018,Material,8.75
6346,2019,Labor,18577.32
6346,2019,Material,14.25
6347,2008,Labor,3779.17
6347,2008,Material,136671.37
6347,2009,Labor,522.46
6347,2009,Material,37940.18
6347,2010,Labor,1992.9
6347,2010,Material,13847.4
6347,2011,Labor,37.96
6347,2011,Material,6477.39
6347,2012,Labor,84.12
6348,2008,Labor,2484.05
6348,2008,Material,19413.08
6348,2009,Labor,18348.28
6348,2009,Material,83218.51
6348,2010,Labor,22540.53
6348,2010,Material,246494.96
6348,2011,Labor,378.56
6349,2008,Labor,26394.37
6350,2008,Labor,4582.7
6351,2008,Labor,3196.53
6351,2009,Labor,2658.18
6352,2008,Labor,6715.69
6352,2009,Labor,42561.2
6352,2009,Material,80559.48
6352,2010,Labor,40375.22
6352,2010,Material,677964.74
6352,2011,Labor,1630.01
6352,2011,Material,8784
6353,2008,Labor,1379.83
6353,2008,Material,22636
6353,2009,Labor,207.82
6353,2009,Material,29191.86
6353,2010,Material,12393.85
6353,2011,Material,47972.86
6353,2012,Labor,483.91
6353,2012,Material,6897.24
6353,2013,Labor,405.48
6353,2013,Material,78185.67
6353,2014,Labor,524.59
6353,2014,Material,35160.53
6353,2015,Material,62053.93
6353,2018,Material,23000
6354,2008,Material,24631.77
6354,2009,Material,33273.98
6354,2010,Material,12080.05
6355,2009,Labor,1211.26
6355,2009,Material,15568.62
6356,2008,Labor,14240.21
6356,2008,Material,725527.33
6356,2009,Labor,128402.57
6356,2009,Material,10001673.79
6356,2010,Labor,168243.4
6356,2010,Material,2853301.01
6356,2011,Labor,27587.25
6356,2011,Material,76106.48
6356,2012,Labor,2499.5
6357,2008,Labor,1244.41
6357,2008,Material,14514.52
6357,2009,Labor,2992.91
6357,2009,Material,132121.07
6357,2010,Labor,19767.95
6357,2011,Labor,8174.04
6357,2012,Labor,1352.98
6357,2013,Labor,2605.65
6357,2014,Labor,1149.55
6357,2015,Labor,8480.01
6357,2016,Labor,13939.88
6357,2017,Labor,7816.44
6357,2018,Labor,436.22
6357,2019,Labor,4227.82
6358,2008,Labor,2048.9
6358,2009,Labor,8566.22
6358,2009,Material,59588.56
6358,2010,Labor,3827.31
6358,2010,Material,4100
6358,2011,Labor,25.82
6358,2013,Labor,13.97
6359,2008,Material,1162.78
6359,2009,Labor,8398.79
6359,2009,Material,45744.3
6359,2010,Labor,291.52
6360,2008,Material,205.4
6360,2009,Labor,17554.79
6360,2010,Labor,2126.91
6360,2011,Labor,3427.55
6360,2012,Labor,660.75
6360,2014,Labor,784.94
6360,2015,Labor,734.88
6361,2009,Labor,65582.97
6361,2009,Material,559530.02
6361,2010,Labor,95540.03
6361,2010,Material,1392971.09
6362,2009,Labor,21659.6
6362,2009,Material,65254.26
6362,2010,Labor,876.46
6362,2010,Material,89387.84
6362,2011,Labor,103973.16
6362,2011,Material,1019174.31
6362,2012,Labor,187229.75
6362,2012,Material,2461367.62
6362,2013,Labor,6124.24
6362,2013,Material,223.5
6363,2008,Labor,0
6363,2009,Labor,698.71
6363,2010,Labor,53.71
6363,2011,Labor,6703.83
6363,2012,Labor,34450.66
6363,2013,Labor,31.4
6363,2014,Labor,13924.94
6363,2015,Labor,45725.33
6363,2015,Material,77939.61
6363,2016,Labor,192952.9
6363,2016,Material,352361.34
6363,2017,Labor,12733.88
6363,2017,Material,6869.93
6363,2018,Labor,39.26
6364,2009,Labor,15225.84
6364,2009,Material,117320.16
6364,2010,Labor,28058.89
6364,2010,Material,293719.25
6364,2011,Labor,29794.35
6364,2011,Material,57239.29
6364,2012,Labor,8293.33
6365,2009,Labor,28034.56
6365,2009,Material,16954.39
6365,2010,Labor,12381.58
6365,2010,Material,263697.7
6366,2009,Labor,141.2
6366,2009,Material,23221.22
6366,2010,Labor,123
6366,2010,Material,15907.06
6366,2011,Labor,1180.22
6366,2011,Material,22993.25
6366,2012,Labor,13536.15
6366,2012,Material,21394.75
6366,2013,Labor,2388.25
6366,2014,Labor,1552.26
6366,2014,Material,7354.09
6366,2015,Labor,19764.93
6366,2015,Material,30776.61
6366,2016,Labor,7865.11
6366,2016,Material,7068.15
6366,2017,Labor,5113.36
6366,2018,Labor,18072.74
6366,2018,Material,25076.6
6366,2019,Labor,3397.82
6367,2009,Labor,9619.49
6367,2009,Material,31882.43
6367,2010,Labor,97.37
6368,2009,Labor,55415.69
6368,2009,Material,226691.14
6368,2010,Labor,53482.19
6368,2010,Material,236707.87
6368,2011,Labor,14431.32
6368,2011,Material,74162.14
6368,2012,Labor,29546.35
6368,2012,Material,25412
6368,2013,Labor,42901
6368,2013,Material,175704.05
6368,2014,Labor,127392.81
6368,2014,Material,392215.39
6368,2015,Labor,88973.08
6368,2015,Material,485267.16
6368,2016,Labor,74065.11
6368,2016,Material,308784.32
6368,2017,Labor,135590.38
6368,2017,Material,209756.08
6368,2018,Labor,258399.08
6368,2018,Material,378477.45
6368,2019,Labor,165782.43
6368,2019,Material,270052.16
6369,2009,Labor,14382.24
6369,2009,Material,1260.48
6369,2010,Labor,185.67
6369,2011,Labor,219.94
6369,2011,Material,880
6369,2013,Labor,769.08
6369,2014,Labor,41564.47
6369,2014,Material,52915.7
6369,2015,Labor,32899.96
6369,2015,Material,22635.47
6369,2016,Labor,35915.82
6369,2016,Material,498396.48
6370,2009,Labor,236.55
6370,2009,Material,50770.94
6370,2010,Labor,24512.81
6370,2010,Material,154396.56
6370,2011,Labor,8262.05
6370,2011,Material,28455.42
6370,2012,Labor,6974.71
6370,2012,Material,186587.11
6370,2013,Labor,21658.69
6370,2013,Material,124548.46
6370,2014,Labor,11276.86
6370,2014,Material,1113
6370,2015,Labor,10895
6370,2015,Material,8752.35
6370,2016,Labor,4341.89
6370,2016,Material,66200.77
6370,2017,Labor,8522.58
6370,2017,Material,64258.14
6370,2018,Labor,33283.98
6370,2018,Material,109371.61
6370,2019,Labor,8669.77
6370,2019,Material,59.42
6371,2009,Labor,3890.93
6371,2009,Material,17494.24
6371,2010,Labor,1717.36
6371,2010,Material,95240.82
6371,2012,Labor,1312.06
6371,2012,Material,3573.88
6371,2013,Labor,1308.01
6371,2013,Material,12619.59
6371,2014,Labor,824.22
6371,2014,Material,33839.85
6371,2015,Labor,17388.36
6371,2015,Material,96448.66
6371,2016,Labor,27880.51
6371,2016,Material,60199.97
6371,2017,Labor,25723.73
6371,2017,Material,39341.31
6371,2018,Labor,26289.09
6371,2018,Material,84376.66
6371,2019,Labor,7093.09
6371,2019,Material,30201.27
6372,2009,Labor,18592.18
6372,2009,Material,244417.62
6372,2010,Labor,42081.45
6372,2010,Material,109128.54
6372,2011,Labor,11529.24
6372,2011,Material,93219.42
6372,2012,Labor,8476.84
6372,2012,Material,120433.97
6372,2013,Labor,7994.74
6372,2013,Material,101656.92
6372,2014,Labor,29241.34
6372,2014,Material,359255.15
6372,2015,Labor,35506.36
6372,2015,Material,222832.38
6372,2016,Labor,79254.47
6372,2016,Material,296539.91
6372,2017,Labor,123960.44
6372,2017,Material,194631.78
6372,2018,Labor,170587.88
6372,2018,Material,271424.88
6372,2019,Labor,55384.52
6372,2019,Material,43981.71
6373,2009,Labor,49748.47
6373,2009,Material,104873.48
6373,2010,Labor,37095.52
6373,2010,Material,74077.01
6373,2011,Labor,50901.08
6373,2011,Material,292541.98
6373,2012,Labor,35358.54
6373,2012,Material,-94063.75
6373,2013,Labor,18660.85
6373,2013,Material,31010.7
6373,2014,Labor,2445.44
6373,2014,Material,12991
6373,2015,Labor,24359.44
6373,2015,Material,10348.72
6373,2016,Labor,16646.36
6373,2016,Material,59884.54
6373,2017,Labor,24887.53
6373,2017,Material,114784.33
6373,2018,Labor,25470.87
6373,2018,Material,6160.1
6373,2019,Labor,10396.01
6373,2019,Material,44503.01
6374,2009,Labor,24965.65
6374,2009,Material,44174.87
6374,2010,Labor,401.45
6374,2011,Material,1409.5
6374,2013,Labor,44496.27
6374,2013,Material,77891.92
6374,2014,Labor,37076.05
6374,2014,Material,62131.91
6374,2015,Labor,32658.8
6374,2015,Material,27891
6374,2016,Labor,34984.31
6374,2016,Material,49513.19
6374,2017,Labor,16142.24
6374,2017,Material,27132.08
6374,2018,Labor,54217.66
6374,2018,Material,91455.67
6374,2019,Labor,62130.71
6374,2019,Material,101529.25
6375,2009,Labor,173.78
6375,2009,Material,1100
6375,2010,Labor,1625.06
6375,2010,Material,6561.5
6375,2011,Labor,1388.27
6375,2011,Material,4105.2
6375,2012,Labor,1951.96
6375,2013,Labor,84.21
6375,2013,Material,496
6375,2014,Labor,27845
6375,2014,Material,12374.78
6375,2015,Labor,559.59
6375,2016,Labor,124.63
6375,2017,Labor,374.89
6376,2009,Labor,52341.9
6376,2009,Material,290.5
6376,2010,Labor,69549.57
6376,2010,Material,17838.53
6376,2011,Labor,2693.25
6376,2011,Material,368.66
6377,2009,Labor,107.65
6377,2009,Material,113734.86
6377,2010,Labor,17.9
6377,2010,Material,37838.33
6377,2011,Material,43470.1
6377,2012,Material,78288.35
6377,2013,Material,37658.19
6377,2014,Labor,135.59
6377,2014,Material,97016.77
6377,2015,Material,72441.16
6377,2016,Material,86463.18
6377,2017,Material,92116.5
6377,2018,Material,110849.9
6378,2009,Labor,3817.99
6378,2010,Labor,6810.45
6378,2010,Material,207.3
6378,2011,Labor,8475.05
6378,2011,Material,3378.71
6378,2012,Labor,40099.41
6378,2012,Material,290452.35
6378,2013,Labor,39205.35
6378,2013,Material,46886.23
6378,2014,Labor,52857.35
6378,2014,Material,924712.38
6378,2015,Labor,16049.58
6378,2015,Material,110493.47
6378,2016,Labor,5581.92
6378,2016,Material,16075.22
6378,2017,Labor,400.52
6378,2017,Material,113685.51
6378,2018,Material,460
6379,2009,Labor,9002.64
6379,2009,Material,11760
6379,2010,Labor,1831.23
6379,2010,Material,98574.85
6379,2011,Labor,3287.53
6379,2011,Material,56183.03
6379,2012,Labor,20.02
6380,2009,Labor,1516.48
6380,2009,Material,22721.36
6380,2010,Labor,10788.32
6380,2010,Material,39790.48
6380,2011,Labor,41038.02
6380,2011,Material,33763.37
6380,2012,Labor,15751.74
6380,2012,Material,67455.61
6380,2013,Labor,12495.53
6380,2013,Material,58536.11
6380,2014,Labor,30981.57
6380,2014,Material,140607.83
6380,2015,Labor,34678.06
6380,2015,Material,18085.69
6380,2016,Labor,32603.05
6380,2016,Material,182533.24
6380,2017,Labor,10091.38
6380,2017,Material,13216.88
6380,2018,Labor,9951.5
6380,2018,Material,1279.86
6380,2019,Labor,30135.95
6380,2019,Material,38836.99
6381,2009,Labor,15425.69
6381,2009,Material,481840.99
6381,2010,Labor,13819.64
6381,2010,Material,280653.76
6381,2011,Labor,37935.8
6381,2011,Material,486229.73
6381,2012,Labor,93831.12
6381,2012,Material,2758488.36
6381,2013,Labor,79271.33
6381,2013,Material,986804.17
6381,2014,Labor,14047.59
6381,2014,Material,107868.35
6382,2009,Labor,7853.66
6382,2009,Material,30445.6
6382,2010,Labor,46780.84
6382,2010,Material,70214.45
6382,2011,Labor,31.89
6382,2011,Material,0
6382,2012,Labor,630.83
6383,2009,Labor,170285.43
6383,2010,Labor,250230.1
6383,2011,Labor,287640.59
6383,2012,Labor,293993.77
6383,2013,Labor,306183.39
6383,2014,Labor,339442.4
6383,2015,Labor,264069.84
6383,2016,Labor,279489.35
6383,2017,Labor,302394.83
6383,2018,Labor,307340.77
6383,2019,Labor,164841.82
6384,2009,Labor,206022.71
6384,2010,Labor,306977.07
6384,2011,Labor,317275.34
6384,2012,Labor,290414.76
6384,2013,Labor,367572.28
6384,2014,Labor,359944.03
6384,2015,Labor,364437.59
6384,2016,Labor,309212.79
6384,2017,Labor,316455.46
6384,2018,Labor,285088.98
6384,2019,Labor,164054.02
6385,2009,Labor,166363.92
6385,2010,Labor,276566.2
6385,2011,Labor,272194.14
6385,2012,Labor,255854.86
6385,2013,Labor,278254.45
6385,2014,Labor,296779.14
6385,2015,Labor,347512.55
6385,2016,Labor,345994.79
6385,2017,Labor,365013.29
6385,2018,Labor,345921.25
6385,2019,Labor,186778.85
6386,2009,Labor,105502.14
6386,2010,Labor,221657.99
6386,2011,Labor,213953.04
6386,2012,Labor,247420.08
6386,2013,Labor,212804.12
6386,2014,Labor,205343.46
6386,2015,Labor,204100.44
6386,2016,Labor,246588.48
6386,2017,Labor,248362.62
6386,2018,Labor,264511.63
6386,2019,Labor,137575.99
6387,2009,Labor,2754.07
6387,2009,Material,162155.57
6387,2010,Labor,1880.65
6387,2010,Material,323403.77
6387,2011,Labor,59000.29
6387,2011,Material,1666393.88
6387,2012,Labor,125138.12
6387,2012,Material,6978700.84
6387,2013,Labor,71773.1
6387,2013,Material,1062341.39
6387,2014,Labor,9218.64
6387,2014,Material,25183.5
6388,2009,Material,32500.08
6388,2010,Material,313.85
6389,2009,Labor,93738.58
6389,2009,Material,962167.15
6389,2010,Labor,247034.64
6389,2010,Material,4103694.12
6389,2011,Labor,284175.13
6389,2011,Material,8577994.08
6389,2012,Labor,137764.98
6389,2012,Material,3898995.64
6389,2013,Labor,6260.48
6390,2009,Material,2008206.95
6390,2010,Labor,828.65
6390,2010,Material,294327.85
6391,2009,Labor,25566.49
6391,2009,Material,257901.63
6391,2010,Material,5914.47
6392,2009,Labor,3368.01
6392,2009,Material,362.84
6392,2010,Labor,11755.03
6392,2010,Material,39193.32
6392,2011,Labor,27932.41
6392,2011,Material,68044.19
6392,2012,Labor,130790.71
6392,2012,Material,111306.28
6392,2013,Labor,1810.62
6392,2013,Material,1024.65
6392,2014,Labor,2548.34
6393,2009,Labor,6354.11
6393,2010,Labor,23531.21
6393,2010,Material,7488.4
6393,2011,Labor,36036.47
6393,2011,Material,4678.17
6393,2012,Labor,33889.33
6393,2012,Material,408352.52
6393,2013,Labor,316.61
6395,2010,Labor,17.9
6396,2009,Labor,345.25
6396,2009,Material,1068
6396,2010,Labor,506.73
6396,2010,Material,4750.75
6397,2009,Material,224278.2
6398,2009,Labor,6598.29
6398,2009,Material,59130.33
6398,2010,Labor,14084.52
6398,2010,Material,66321.12
6399,2009,Labor,2548.35
6399,2009,Material,5220
6399,2010,Labor,33403.23
6399,2010,Material,40443.57
6399,2011,Labor,912.53
6399,2011,Material,4936.5
6399,2012,Labor,2933.4
6399,2013,Labor,11771.89
6399,2013,Material,6053.5
6399,2014,Labor,44839.78
6399,2014,Material,31214.57
6399,2015,Labor,1127.68
6399,2015,Material,10795
6399,2017,Labor,4956.27
6401,2010,Labor,334475.07
6401,2010,Material,1909974.69
6401,2011,Labor,208178.21
6401,2011,Material,1258503.45
6401,2012,Labor,116140.96
6401,2012,Material,424440.42
6401,2013,Labor,60880.73
6401,2013,Material,96193.61
6401,2014,Labor,0
6401,2014,Material,17853.44
6401,2015,Labor,0
6401,2015,Material,2746.2
6401,2016,Labor,5373.77
6401,2016,Material,17828.67
6401,2017,Labor,139.49
6401,2017,Material,1732.91
6402,2009,Material,23955
6402,2010,Material,57400.74
6402,2011,Labor,650.13
6402,2011,Material,6464.21
6402,2012,Material,0
6402,2013,Material,7293.05
6402,2014,Labor,32299.26
6402,2014,Material,39137.72
6402,2015,Labor,40935.86
6402,2015,Material,70701.26
6402,2016,Labor,14031.44
6402,2016,Material,78747.65
6402,2017,Material,2811.27
6403,2009,Material,8281.77
6403,2010,Material,11426.9
6404,2009,Labor,368.68
6404,2010,Labor,76959.91
6404,2010,Material,478568.55
6404,2011,Labor,11319.97
6404,2011,Material,6335.64
6405,2010,Labor,15161.77
6405,2011,Labor,7747.67
6405,2012,Labor,168008.34
6405,2012,Material,215873.35
6405,2013,Labor,444882.51
6405,2013,Material,2259839.02
6405,2014,Labor,618909.34
6405,2014,Material,2268444.95
6405,2015,Labor,154873.96
6405,2015,Material,149798.62
6405,2016,Labor,142277.69
6405,2016,Material,44210.87
6405,2017,Labor,25186.66
6405,2017,Material,4659.4
6406,2009,Material,43002.08
6406,2010,Labor,16588.79
6406,2011,Labor,12955.82
6406,2012,Labor,6360.24
6407,2010,Labor,14714.26
6407,2010,Material,17180.62
6407,2011,Labor,13872.26
6407,2011,Material,2806.95
6407,2012,Labor,719.63
6408,2010,Labor,14392.62
6408,2010,Material,11739.05
6408,2011,Labor,5292.12
6408,2011,Material,3630
6408,2012,Labor,15300.89
6408,2012,Material,17645.8
6408,2013,Labor,18610.07
6408,2013,Material,21818.75
6408,2014,Labor,17129.88
6408,2014,Material,438
6408,2015,Labor,16469.25
6408,2015,Material,7135
6408,2016,Labor,11270.29
6408,2016,Material,2152.8
6408,2017,Material,80
6409,2010,Labor,24659.19
6409,2010,Material,297341.75
6409,2011,Labor,84705.26
6409,2011,Material,192265.92
6409,2012,Labor,13593.77
6409,2012,Material,66371.72
6409,2013,Labor,10837.85
6409,2013,Material,30824.56
6409,2014,Labor,3208.44
6409,2014,Material,31411.16
6409,2015,Labor,4780.14
6409,2015,Material,42237.53
6409,2016,Labor,5819.27
6409,2016,Material,47919.62
6409,2017,Labor,18242.88
6409,2017,Material,23203.68
6409,2018,Labor,1944.8
6409,2018,Material,21458.6
6410,2010,Labor,81303.39
6410,2010,Material,1191902.32
6410,2011,Labor,176275.09
6410,2011,Material,4298047.46
6410,2012,Labor,173830.69
6410,2012,Material,1768609.1
6410,2013,Labor,30183.36
6410,2013,Material,194987.2
6410,2014,Labor,5784.4
6410,2014,Material,43442.24
6410,2015,Material,86.06
6411,2010,Labor,46994.14
6411,2010,Material,322838.49
6411,2011,Labor,655.59
6411,2011,Material,600
6412,2010,Labor,16430.37
6412,2010,Material,27095.48
6412,2011,Labor,59861.4
6412,2011,Material,85605.22
6412,2012,Labor,81828.67
6412,2012,Material,32033.61
6412,2013,Labor,160831.66
6412,2013,Material,147808.77
6412,2014,Labor,60815.63
6412,2014,Material,49271.57
6412,2015,Labor,3489.05
6413,2009,Material,563039.28
6414,2010,Labor,18411.84
6414,2010,Material,121467.02
6414,2011,Labor,3053.08
6414,2011,Material,2590.5
6415,2010,Labor,15170.81
6415,2010,Material,50019.59
6415,2011,Labor,47685.45
6415,2011,Material,130225.29
6415,2012,Labor,35113.07
6415,2012,Material,225593.56
6415,2013,Labor,51695.01
6415,2013,Material,53578.73
6415,2014,Labor,558.92
6416,2010,Labor,28075.48
6416,2010,Material,10581.65
6416,2011,Labor,28998.69
6416,2011,Material,532568.37
6417,2010,Labor,135.12
6417,2010,Material,5403.98
6417,2011,Labor,292.08
6417,2011,Material,469.51
6418,2010,Labor,1239.04
6418,2010,Material,313.67
6418,2011,Labor,27348.75
6418,2011,Material,14203.67
6418,2012,Labor,0
6418,2012,Material,30.65
6419,2010,Labor,97.44
6419,2011,Labor,8488.4
6419,2011,Material,62
6419,2012,Labor,225
6420,2010,Labor,228.48
6420,2010,Material,355.68
6420,2011,Labor,69933.32
6420,2011,Material,13981.95
6421,2010,Labor,58873.65
6421,2010,Material,14741.73
6421,2011,Labor,33275.35
6421,2011,Material,281720.48
6421,2012,Labor,140.2
6422,2010,Material,26489.11
6423,2010,Labor,2718.43
6423,2010,Material,291
6424,2010,Labor,1364.84
6424,2010,Material,2972
6424,2011,Material,24581.4
6424,2012,Material,21712.4
6425,2010,Labor,11203.1
6425,2010,Material,2000
6425,2011,Labor,28872.36
6425,2011,Material,190836.88
6425,2012,Labor,679.32
6425,2012,Material,4222.79
6426,2010,Labor,7099.08
6426,2010,Material,87565.45
6426,2011,Labor,23705.26
6426,2011,Material,312677.92
6426,2012,Labor,40.06
6427,2010,Labor,579.77
6427,2011,Labor,10779.39
6427,2011,Material,68703.74
6427,2012,Labor,8318.5
6427,2012,Material,69796.26
6427,2013,Labor,2056
6428,2010,Labor,29646.34
6428,2010,Material,181968.79
6428,2011,Labor,1605.47
6428,2011,Material,218
6428,2012,Labor,100.42
6429,2010,Labor,1101.12
6429,2011,Labor,146681.82
6429,2011,Material,403137.4
6429,2012,Labor,13668.79
6429,2012,Material,1380.18
6430,2010,Labor,23900.16
6430,2010,Material,50294.78
6430,2011,Labor,1237.79
6430,2011,Material,2061.08
6431,2010,Material,757572.93
6432,2010,Material,12949.99
6432,2011,Labor,2197.47
6432,2011,Material,23796.8
6432,2016,Labor,18135.59
6432,2016,Material,184751.38
6432,2017,Labor,169351.53
6432,2017,Material,2421251.46
6432,2018,Labor,13348.56
6432,2018,Material,128360.88
6433,2011,Labor,18632.83
6433,2011,Material,154694.95
6433,2012,Labor,46003.76
6433,2012,Material,1405125.52
6433,2013,Labor,151016.13
6433,2013,Material,9169578.45
6433,2014,Labor,221631.9
6433,2014,Material,1910090.45
6433,2015,Labor,11719.68
6433,2015,Material,27905.86
6433,2016,Labor,1468.95
6433,2016,Material,1515.59
6434,2010,Labor,1572.66
6434,2010,Material,2856
6434,2011,Labor,4499.7
6434,2011,Material,503.44
6435,2010,Labor,2436.02
6435,2011,Labor,43366.61
6435,2011,Material,39880.71
6435,2012,Labor,21478.45
6435,2012,Material,55426.26
6435,2013,Labor,3685.57
6435,2013,Material,116757.81
6435,2014,Labor,2687.77
6435,2014,Material,197569.11
6435,2015,Labor,3894.76
6435,2015,Material,206659.15
6435,2016,Labor,2230.45
6435,2016,Material,167657.98
6435,2017,Labor,273.41
6435,2017,Material,60576.15
6435,2018,Material,79867.27
6436,2010,Labor,252.04
6436,2010,Material,272467.74
6436,2011,Labor,37.98
6436,2011,Material,47303.36
6437,2010,Labor,252.04
6437,2010,Material,265888.05
6438,2010,Labor,252.04
6438,2010,Material,90585
6438,2011,Labor,36.17
6438,2011,Material,542120.9
